forage_number,nn_rule,level,det,rmi,ood,steps
34,2,_level_2,0.6982323232323232,0.9305705247862056,2,918
34,3,_level_1,0.1287593984962406,0.487623523562675,1,1552
34,3,_level_2,0.9513797634691196,0.9651671297737316,1,911
34,4,_level_1,0.1447253705318221,0.5153507045947996,1,1654
34,4,_level_2,0.8409090909090909,0.9597513202015282,1,910
34,5,_level_1,0.20585774058577405,0.5363585442595724,1,1549
34,5,_level_2,0.7361111111111112,0.9601135519040668,2,899
35,0,_level_1,0.08972879399884594,0.4666986377753624,1,1361
35,0,_level_2,0.5217391304347826,0.7087137948479343,1,1011
35,1,_level_1,0.21319062771188893,0.6528107015878242,2,1292
35,1,_level_2,0.88,0.912143654598474,1,922
35,2,_level_1,0.21810971579643093,0.5927273488581108,1,1448
35,2,_level_2,0.8598484848484849,0.9350254882624016,1,915
35,3,_level_1,0.26394344069128045,0.5623451720344661,1,1565
35,3,_level_2,0.949796472184532,0.9478342431238173,1,903
35,4,_level_1,0.17459016393442622,0.5374458927438617,1,1649
35,4,_level_2,0.8535353535353535,0.9282264384585736,1,908
35,5,_level_1,0.1941830624465355,0.546447012216742,1,1553
35,5,_level_2,0.648989898989899,0.855333611903173,1,907
36,0,_level_1,0.23910550458715596,0.7068696076406569,2,1314
36,0,_level_2,0.4318181818181818,0.6979475027403729,1,1022
36,1,_level_1,0.11436016213086277,0.5747456650352578,2,1333
36,1,_level_2,0.8555729984301413,0.9476058455547928,1,918
36,2,_level_1,0.20481927710843373,0.541945005084816,1,1460
36,2,_level_2,0.8686868686868687,0.8864469904962707,1,917
36,3,_level_1,0.2063063063063063,0.529343770235767,1,1600
36,3,_level_2,0.9198931909212285,0.950045699873177,1,918
36,4,_level_1,0.15862068965517245,0.5093863354505199,1,1602
36,4,_level_2,0.7653061224489796,0.8684192336200092,1,917
36,5,_level_1,0.18845500848896435,0.5514825663349237,1,1673
36,5,_level_2,0.6679292929292929,0.8548854454196555,2,907
37,0,_level_1,0.33400751227968795,0.7486121134096534,2,1279
37,0,_level_2,0.4336890243902439,0.7392168299213846,2,1022
37,1,_level_1,0.1638631090487239,0.6031957429883149,2,1260
37,1,_level_2,0.848780487804878,0.8937504824564462,1,918
37,2,_level_1,0.12770411723656663,0.4640293465033569,1,1489
37,2,_level_2,0.922979797979798,0.9299757220403496,1,917
37,3,_level_1,0.2451071761416589,0.5593993750787968,1,1581
37,3,_level_2,0.9146666666666666,0.9293254450754672,1,910
37,4,_level_1,0.1630716134598792,0.5262621555031045,1,1596
37,4,_level_2,0.827020202020202,0.893300543472485,1,911
37,5,_level_1,0.18301610541727673,0.5709473482717575,1,1637
37,5,_level_2,0.672979797979798,0.8571878688706722,1,893
38,0,_level_1,0.10483870967741936,0.5485414172262322,2,1377
38,0,_level_2,0.4329140461215933,0.7690578612921259,1,1014
38,1,_level_1,0.29237410071942443,0.7759750013879588,2,1260
38,1,_level_2,0.8073248407643312,0.8318616359961445,1,914
38,2,_level_1,0.17153478491768454,0.5232802027198034,1,1491
38,2,_level_2,0.7878787878787878,0.9367456914897938,1,918
38,3,_level_1,0.16159860990443092,0.46559572536680693,1,1595
38,3,_level_2,0.9302013422818792,0.9296526153528036,1,902
38,4,_level_1,0.15017985611510792,0.49067586561019894,1,1624
38,4,_level_2,0.8181818181818182,0.941159340905972,1,911
38,5,_level_1,0.14112903225806453,0.5302907865357638,1,1579
38,5,_level_2,0.6502525252525253,0.8523488987565974,1,898
39,0,_level_1,0.3247986191024166,0.7623338799275281,2,1254
39,0,_level_2,0.4176111595466434,0.7683383049934394,1,1020
39,1,_level_1,0.10685752330226364,0.566891831618201,2,1365
39,1,_level_2,0.9022801302931596,0.9103916271388393,1,920
39,2,_level_1,0.1270358306188925,0.569718565178733,1,1475
39,2,_level_2,0.9343434343434344,0.9561996913138489,1,921
39,3,_level_1,0.1392156862745098,0.4598709199347255,1,1607
39,3,_level_2,0.9629629629629628,0.9346712643341776,1,914
39,4,_level_1,0.1002661934338953,0.49639147562641617,1,1637
39,4,_level_2,0.7941919191919192,0.9294078139101598,1,907
39,5,_level_1,0.20881502890173412,0.4915183665893158,1,1634
39,5,_level_2,0.5353535353535354,0.9136918582476,2,909
40,0,_level_1,0.28397212543554007,0.6719727830020085,2,1270
40,0,_level_2,0.5,0.7343449673145663,1,1020
40,1,_level_1,0.25404433792690234,0.6533382221019288,2,1297
40,1,_level_2,0.961783439490446,0.9406153365814204,1,914
40,2,_level_1,0.18126888217522655,0.5700781904355001,1,1445
40,2,_level_2,0.7588383838383839,0.8946324755785215,1,919
40,3,_level_1,0.11304836895388076,0.5153425281449151,1,1581
40,3,_level_2,0.9554973821989527,0.9662350690850428,1,912
40,4,_level_1,0.14996114996114995,0.4879955398448227,1,1619
40,4,_level_2,0.8131313131313131,0.9052348973134252,1,910
40,5,_level_1,0.16905901116427433,0.4851533556984179,1,1640
40,5,_level_2,0.6578282828282829,0.8813272267390431,1,909
41,0,_level_1,0.08789625360230548,0.4014555450371765,1,1381
41,0,_level_2,0.6475600309837335,0.7507217143513634,1,1045
41,1,_level_1,0.1906561319134318,0.6156212243644366,2,1298
41,1,_level_2,0.9568690095846646,0.9339318486060674,1,933
41,2,_level_1,0.264163372859025,0.7213268804076395,2,1422
41,2,_level_2,0.8371212121212122,0.8988062543959521,1,920
41,3,_level_1,0.17333333333333334,0.5643529682915965,1,1615
41,3,_level_2,0.9366576819407008,0.9480855562708396,1,905
41,4,_level_1,0.2139705882352941,0.5447828280086635,1,1642
41,4,_level_2,0.8636363636363636,0.915056474172303,1,916
41,5,_level_1,0.15302491103202848,0.5219292790089096,1,1628
41,5,_level_2,0.7878787878787878,0.9263385729123814,1,897
42,0,_level_1,0.16006934412019647,0.6275953264194004,2,1348
42,0,_level_2,0.35180995475113125,0.7439596306078047,1,1008
42,1,_level_1,0.341421143847487,0.7414330062623091,2,1261
42,1,_level_2,0.9223454833597464,0.9004101866494673,1,925
42,2,_level_1,0.09913793103448276,0.4847961145489127,1,1482
42,2,_level_2,0.8623737373737373,0.9248112659168212,1,918
42,3,_level_1,0.1205240174672489,0.5024176048168504,1,1592
42,3,_level_2,0.9474393530997304,0.928472884498774,1,917
42,4,_level_1,0.26595744680851063,0.6162027623127901,1,1628
42,4,_level_2,0.8358585858585859,0.9258330123698046,1,903
42,5,_level_1,0.2040990606319385,0.5371622729717973,1,1636
42,5,_level_2,0.8068181818181818,0.9149670781757976,1,901
43,0,_level_1,0.18786127167630057,0.6646908139191748,2,1314
43,0,_level_2,0.36571952337305225,0.6936127351290575,1,1046
43,1,_level_1,0.21506024096385545,0.6551874638577739,1,1329
43,1,_level_2,0.9011164274322168,0.943052816927774,1,929
43,2,_level_1,0.12051282051282051,0.472467051674176,1,1479
43,2,_level_2,0.8446969696969697,0.9340319057619694,1,917
43,3,_level_1,0.15503875968992248,0.5271275859661724,1,1630
43,3,_level_2,0.9144736842105264,0.9256312213794422,1,917
43,4,_level_1,0.09233449477351915,0.43358565652017456,1,1632
43,4,_level_2,0.8977272727272727,0.9277607879188812,1,908
43,5,_level_1,0.14964788732394366,0.5170687421936795,1,1669
43,5,_level_2,0.6262626262626263,0.9519899947350964,2,898
44,0,_level_1,0.18537708693149108,0.6068524320047605,2,1324
44,0,_level_2,0.4234161988773055,0.7517169985219624,1,1061
44,1,_level_1,0.19084853750362005,0.6230976789776478,2,1307
44,1,_level_2,0.9044585987261148,0.9133164028084172,1,927
44,2,_level_1,0.1765536723163842,0.6633264507209247,2,1423
44,2,_level_2,0.8876262626262627,0.9320932394382676,1,921
44,3,_level_1,0.2971246006389776,0.5647027355445734,1,1580
44,3,_level_2,0.940620782726046,0.914568243033254,1,920
44,4,_level_1,0.14987298899237933,0.5070936275122246,1,1632
44,4,_level_2,0.8813131313131313,0.8823174361741376,1,910
44,5,_level_1,0.16588050314465408,0.5439915319073638,1,1678
44,5,_level_2,0.6363636363636364,0.8876253740819942,1,903
45,0,_level_1,0.1944604731679169,0.6066193234709095,2,1313
45,0,_level_2,0.29147465437788017,0.6447553679759406,1,1024
45,1,_level_1,0.14653179190751445,0.5846570736399724,2,1317
45,1,_level_2,0.9158730158730158,0.9333878920308092,1,927
45,2,_level_1,0.18023255813953487,0.4604033528702174,1,1510
45,2,_level_2,0.9015151515151516,0.9224221713768312,1,920
45,3,_level_1,0.15704824976348156,0.5251497960883912,1,1620
45,3,_level_2,0.9490616621983914,0.9437489586791378,1,917
45,4,_level_1,0.14873417721518986,0.5042534856840067,1,1613
45,4,_level_2,0.7967171717171717,0.8842275383356073,1,910
45,5,_level_1,0.22203098106712563,0.5386869974008098,1,1615
45,5,_level_2,0.6994949494949495,0.8444915461704265,1,904
46,0,_level_1,0.15862068965517245,0.6095370165159464,2,1313
46,0,_level_2,0.3118279569892473,0.6724948768405771,1,1029
46,1,_level_1,0.15794041076077525,0.5749476130527444,2,1306
46,1,_level_2,0.9584,0.9398204907870013,1,917
46,2,_level_1,0.13328530259365995,0.5155840085914183,1,1463
46,2,_level_2,0.8383838383838383,0.9376335405550216,1,918
46,3,_level_1,0.12344497607655502,0.49766967546924645,1,1539
46,3,_level_2,0.9513513513513514,0.9466636729626224,1,896
46,4,_level_1,0.14897260273972604,0.5142922457546095,1,1644
46,4,_level_2,0.7361111111111112,0.8895148740029297,1,909
46,5,_level_1,0.2,0.5087598847715945,1,1629
46,5,_level_2,0.7196969696969697,0.8892008829025093,1,897
47,0,_level_1,0.2827346465816918,0.6726150584783116,2,1296
47,0,_level_2,0.2760942760942761,0.598814520387142,1,1023
47,1,_level_1,0.30910131654264456,0.6960663140331661,2,1284
47,1,_level_2,0.9285714285714286,0.938847739365854,1,929
47,2,_level_1,0.19633307868601987,0.5306607109086874,1,1467
47,2,_level_2,0.9494949494949496,0.956279834859474,1,918
47,3,_level_1,0.26653696498054474,0.6066833621672176,1,1590
47,3,_level_2,0.9262734584450402,0.9231191515551844,1,917
47,4,_level_1,0.13079470198675497,0.5285047150843076,1,1621
47,4,_level_2,0.8535353535353535,0.9272764531013602,1,909
47,5,_level_1,0.1867469879518072,0.5356407796863378,1,1643
47,5,_level_2,0.7070707070707071,0.8926081789047802,1,897
48,0,_level_1,0.08689376443418013,0.47595133823049496,1,1362
48,0,_level_2,0.46650998824911866,0.7062219850165933,1,1013
48,1,_level_1,0.23256484149855908,0.6995292965541644,2,1290
48,1,_level_2,0.9102564102564102,0.9236477411337646,1,919
48,2,_level_1,0.5272830081990387,0.7516169755207467,1,1445
48,2,_level_2,0.8876262626262627,0.9056778365683212,1,919
48,3,_level_1,0.2303473491773309,0.5234118442194925,1,1569
48,3,_level_2,0.8825857519788918,0.931005187974033,1,918
48,4,_level_1,0.1691818903891978,0.5473395186860688,1,1596
48,4,_level_2,0.8295454545454546,0.8890023683346805,1,912
48,5,_level_1,0.15965665236051502,0.5219842236996404,1,1568
48,5,_level_2,0.7449494949494949,0.8965015692121648,1,896
49,0,_level_1,0.24552798615118293,0.6772495622131786,2,1304
49,0,_level_2,0.3938973647711512,0.6414819566015696,1,1018
49,1,_level_1,0.28083989501312334,0.5565906203384037,1,1322
49,1,_level_2,0.9638364779874212,0.941049953158006,1,930
49,2,_level_1,0.25161987041036715,0.625788059626409,1,1477
49,2,_level_2,0.9292929292929292,0.9737061381591332,1,918
49,3,_level_1,0.0925925925925926,0.4653705486304689,1,1600
49,3,_level_2,0.9153225806451613,0.9167501450610032,1,908
49,4,_level_1,0.2128922815945717,0.6030653636320622,1,1647
49,4,_level_2,0.821969696969697,0.9050645396507032,1,907
49,5,_level_1,0.106928999144568,0.474706285280399,1,1590
49,5,_level_2,0.7575757575757576,0.917599574651255,1,898
50,0,_level_1,0.40797018348623854,0.7693340220324585,2,1265
50,0,_level_2,0.7396386822529224,0.733793702818386,1,1037
50,1,_level_1,0.2116661853883916,0.5969291567814923,2,1294
50,1,_level_2,0.9462875197472354,0.9017471666197416,1,918
50,2,_level_1,0.12861736334405144,0.48532811991523406,1,1431
50,2,_level_2,0.8522727272727273,0.9348340546659548,1,913
50,3,_level_1,0.15943312666076173,0.5538485523960678,1,1627
50,3,_level_2,0.9268617021276596,0.9576786184501334,1,910
50,4,_level_1,0.22177742193755004,0.5351724034604498,1,1632
50,4,_level_2,0.8825757575757576,0.9423612148073368,1,911
50,5,_level_1,0.3762446657183499,0.6051622404223014,1,1632
50,5,_level_2,0.6237373737373737,0.879489777973862,1,903
51,0,_level_1,0.07130484988452655,0.46695881388713034,1,1364
51,0,_level_2,0.2668621700879765,0.5745694286272128,1,1012
51,1,_level_1,0.17010758941552778,0.6182826755926142,2,1276
51,1,_level_2,0.9471153846153846,0.930454752773264,1,932
51,2,_level_1,0.1176470588235294,0.4266097151690914,1,1478
51,2,_level_2,0.8876262626262627,0.9031913253047806,1,920
51,3,_level_1,0.2071227741330834,0.5792418939516886,1,1560
51,3,_level_2,0.9141347424042272,0.9242976941024746,1,917
51,4,_level_1,0.1943250214961307,0.5645678736769426,1,1655
51,4,_level_2,0.8598484848484849,0.8993984718247826,1,911
51,5,_level_1,0.17914438502673796,0.5506495620925782,1,1644
51,5,_level_2,0.827020202020202,0.9315168994145148,1,903
52,0,_level_1,0.2124022022602144,0.6385555582406106,2,1321
52,0,_level_2,0.4418394950405771,0.6828116971101201,1,1030
52,1,_level_1,0.1947976878612717,0.5826159308566392,2,1321
52,1,_level_2,0.914516129032258,0.9130882059993656,1,919
52,2,_level_1,0.09465195246179968,0.5096239577599448,1,1488
52,2,_level_2,0.8371212121212122,0.9644653199417248,2,920
52,3,_level_1,0.19110690633869443,0.5755250294411052,1,1534
52,3,_level_2,0.9198931909212285,0.9650917432096195,1,917
52,4,_level_1,0.2096908939014202,0.5686377638183417,1,1626
52,4,_level_2,0.8345959595959596,0.9323204591040968,1,911
52,5,_level_1,0.17884130982367755,0.49584069837909417,1,1571
52,5,_level_2,0.6047979797979798,0.9519899947350964,2,895
53,0,_level_1,0.21171041246034036,0.6656025290678851,2,1309
53,0,_level_2,0.26410835214446954,0.5488352718680065,1,1052
53,1,_level_1,0.11197691197691198,0.540024941850667,2,1344
53,1,_level_2,0.8539325842696629,0.879497249905936,1,931
53,2,_level_1,0.16374269005847952,0.5718554279169472,1,1482
53,2,_level_2,0.7790404040404041,0.926749932240523,1,914
53,3,_level_1,0.13022113022113022,0.5704399116873905,1,1583
53,3,_level_2,0.9605781865965834,0.9474119466794344,1,907
53,4,_level_1,0.17560553633217993,0.5051223703516126,1,1599
53,4,_level_2,0.827020202020202,0.9126552219870984,1,904
53,5,_level_1,0.16536796536796536,0.5140880020018705,1,1615
53,5,_level_2,0.7424242424242424,0.9089062814963764,2,901
54,0,_level_1,0.10643207383905394,0.5678510761440496,2,1341
54,0,_level_2,0.28160919540229884,0.5921148042139307,1,1031
54,1,_level_1,0.22263824884792627,0.6385999724640151,2,1318
54,1,_level_2,0.8591549295774648,0.8658630509909306,1,934
54,2,_level_1,0.29566255471547953,0.645256764791043,1,1444
54,2,_level_2,0.8699494949494949,0.9221134625618824,1,919
54,3,_level_1,0.12797881729920563,0.521803973081689,1,1601
54,3,_level_2,0.9222520107238604,0.931776671522506,1,915
54,4,_level_1,0.1278501628664495,0.5165197014071375,1,1621
54,4,_level_2,0.8396464646464646,0.909782763557318,1,912
54,5,_level_1,0.19835390946502057,0.5232408881410644,1,1610
54,5,_level_2,0.6426767676767676,0.8959263748951538,1,901
55,0,_level_1,0.2502159516268356,0.7922907374467938,2,1296
55,0,_level_2,0.23695345557122707,0.5709864640993638,1,1024
55,1,_level_1,0.09602076124567474,0.5102480152666972,1,1364
55,1,_level_2,0.9168,0.8957664331336177,1,933
55,2,_level_1,0.25462962962962965,0.5764946272410114,1,1503
55,2,_level_2,0.8194444444444444,0.9376610647112048,1,918
55,3,_level_1,0.23574144486692017,0.606755757742131,1,1560
55,3,_level_2,0.9417989417989416,0.9288997505585108,1,922
55,4,_level_1,0.1649659863945578,0.5165097096819228,1,1623
55,4,_level_2,0.8295454545454546,0.9111079855740948,1,910
55,5,_level_1,0.2344975053456878,0.5270838773062405,1,1658
55,5,_level_2,0.6830808080808081,0.8511399745907915,1,901
56,0,_level_1,0.14314458177637251,0.6185107633922051,2,1320
56,0,_level_2,0.5768551236749117,0.7693417269220959,1,1033
56,1,_level_1,0.17479088549177962,0.5381081150062177,1,1290
56,1,_level_2,0.9006410256410257,0.9485186578757546,1,916
56,2,_level_1,0.07730337078651685,0.4965319292233251,1,1501
56,2,_level_2,0.8661616161616161,0.9469916339909318,1,917
56,3,_level_1,0.21204410517387615,0.6255112932354965,1,1566
56,3,_level_2,0.8981481481481481,0.9249643216852744,1,918
56,4,_level_1,0.1416159860990443,0.5031102273392809,1,1632
56,4,_level_2,0.8409090909090909,0.9194112884285583,1,908
56,5,_level_1,0.23233908948194665,0.5516232555444271,1,1601
56,5,_level_2,0.8055555555555556,0.919160715488179,1,901
57,0,_level_1,0.24733659660236107,0.6205839597927456,2,1305
57,0,_level_2,0.5199349064279902,0.720169771605091,1,1044
57,1,_level_1,0.22260391618000688,0.7210366524029947,1,1291
57,1,_level_2,0.753968253968254,0.837574656499366,1,919
57,2,_level_1,0.15454545454545454,0.4559280496625424,1,1498
57,2,_level_2,0.8156565656565656,0.929686871720352,1,917
57,3,_level_1,0.21760797342192692,0.6015853462170917,1,1558
57,3,_level_2,0.9397590361445785,0.9312517364587728,1,917
57,4,_level_1,0.24403387220939185,0.5594185371353029,1,1629
57,4,_level_2,0.8623737373737373,0.8692918424227216,1,919
57,5,_level_1,0.2278481012658228,0.5346993602555052,1,1589
57,5,_level_2,0.6628787878787878,0.9029554840627372,2,894
58,0,_level_1,0.08404558404558404,0.4874529948109573,2,1368
58,0,_level_2,0.3548009367681499,0.6456834233143842,1,1039
58,1,_level_1,0.1541570438799076,0.5702799479894356,2,1335
58,1,_level_2,0.917573872472784,0.9221974386030496,1,930
58,2,_level_1,0.27067014795474326,0.5479820563708038,1,1433
58,2,_level_2,0.8371212121212122,0.9522603579656138,1,917
58,3,_level_1,0.14192614047791455,0.5571720347132718,1,1587
58,3,_level_2,0.912398921832884,0.9203261829303486,1,907
58,4,_level_1,0.15761353517364202,0.557938499109593,1,1604
58,4,_level_2,0.8421717171717171,0.9407971092034332,1,908
58,5,_level_1,0.15918712955122777,0.504869681994572,1,1620
58,5,_level_2,0.7121212121212122,0.8571093100336289,1,894
59,0,_level_1,0.2971446501411986,0.7168449643195466,2,1288
59,0,_level_2,0.2591324200913242,0.5760345440476835,1,1040
59,1,_level_1,0.15018737388296338,0.5598369635946868,2,1332
59,1,_level_2,0.9556962025316456,0.9587536007158992,1,915
59,2,_level_1,0.1077534791252485,0.5237253041401546,1,1489
59,2,_level_2,0.8131313131313131,0.9389075115655,1,917
59,3,_level_1,0.22054140127388536,0.5562289491418018,1,1562
59,3,_level_2,0.946524064171123,0.9694041407086492,1,916
59,4,_level_1,0.2041522491349481,0.6091151039830657,1,1604
59,4,_level_2,0.8371212121212122,0.9409564393330648,1,917
59,5,_level_1,0.18653690186536903,0.5009479351438122,1,1646
59,5,_level_2,0.5959595959595959,0.8711801405717394,1,896
60,0,_level_1,0.21545532892846883,0.67052054307293,2,1336
60,0,_level_2,0.3764087152516905,0.6885783838984821,1,1051
60,1,_level_1,0.2743849493487699,0.6891092497108728,2,1303
60,1,_level_2,0.8244514106583072,0.9198116652246412,1,927
60,2,_level_1,0.3060538116591928,0.6762862130181093,1,1450
60,2,_level_2,0.8257575757575758,0.9036818601994828,1,918
60,3,_level_1,0.1328125,0.5107020336665018,1,1548
60,3,_level_2,0.92751677852349,0.942988267800197,1,905
60,4,_level_1,0.1976911976911977,0.4933453939957564,1,1646
60,4,_level_2,0.8163265306122449,0.9073307150726692,1,911
60,5,_level_1,0.15425531914893617,0.5350234951664093,1,1621
60,5,_level_2,0.7563131313131313,0.9169060643768084,1,894
61,0,_level_1,0.2155446402773765,0.6454143403633165,2,1343
61,0,_level_2,0.32070910556003224,0.7023562863710573,1,1033
61,1,_level_1,0.07336799537839399,0.4109291369493915,1,1361
61,1,_level_2,0.9747235387045814,0.916953124415747,1,934
61,2,_level_1,0.1534029528267915,0.6348533779329342,2,1469
61,2,_level_2,0.8661616161616161,0.9489177177924026,1,918
61,3,_level_1,0.1574539363484087,0.53826820499748,1,1566
61,3,_level_2,0.9574468085106383,0.9514305142064904,1,916
61,4,_level_1,0.16051502145922747,0.5254920067122213,1,1597
61,4,_level_2,0.8535353535353535,0.9066631721683032,1,909
61,5,_level_1,0.16795865633074936,0.5644473151060144,1,1623
61,5,_level_2,0.7626262626262627,0.9541709224077471,1,896
62,0,_level_1,0.2136231884057971,0.6377877152105655,2,1300
62,0,_level_2,0.3236994219653179,0.4830966696037128,1,1014
62,1,_level_1,0.13447725458898643,0.5528754095683754,1,1375
62,1,_level_2,0.9004893964110929,0.9066392448595773,1,923
62,2,_level_1,0.2015444015444015,0.5330721809514423,1,1458
62,2,_level_2,0.8661616161616161,0.9203046539789136,1,918
62,3,_level_1,0.10432330827067668,0.5193607875798963,1,1561
62,3,_level_2,0.9441489361702128,0.946989152042744,1,919
62,4,_level_1,0.1969309462915601,0.5051959408171016,1,1600
62,4,_level_2,0.8106060606060606,0.925523733569691,1,906
62,5,_level_1,0.2003381234150465,0.526109184627477,1,1661
62,5,_level_2,0.6123737373737373,0.8928437700807175,1,900
63,0,_level_1,0.24083769633507857,0.671798805381619,2,1303
63,0,_level_2,0.3548895899053628,0.707835533319036,1,1039
63,1,_level_1,0.1004062681369704,0.5206133536627302,2,1392
63,1,_level_2,0.9698890649762282,0.940727466884306,1,935
63,2,_level_1,0.1293218085106383,0.6178934027675849,2,1467
63,2,_level_2,0.8320707070707071,0.9519887808235415,1,918
63,3,_level_1,0.1823850350740452,0.5378536518181611,1,1593
63,3,_level_2,0.9501965923984272,0.9351418397014402,1,924
63,4,_level_1,0.1282952548330404,0.4827860400180576,1,1616
63,4,_level_2,0.8207070707070707,0.9397283874062888,1,904
63,5,_level_1,0.16694772344013492,0.5062427805039909,1,1591
63,5,_level_2,0.76010101010101,0.8750561088959548,1,903
64,0,_level_1,0.1223083548664944,0.5879245105107315,2,1315
64,0,_level_2,0.3043933054393305,0.6294128386309057,2,1001
64,1,_level_1,0.23836875358989087,0.5950597988549051,2,1308
64,1,_level_2,0.9622641509433962,0.9454854670408022,1,921
64,2,_level_1,0.172859450726979,0.6067895121427489,1,1435
64,2,_level_2,0.803030303030303,0.9089877158470414,1,917
64,3,_level_1,0.23176361957525393,0.5475148760475141,1,1581
64,3,_level_2,0.9231805929919138,0.929621674874286,1,912
64,4,_level_1,0.1801566579634465,0.5528179334235486,1,1615
64,4,_level_2,0.8358585858585859,0.9136418129805371,1,908
64,5,_level_1,0.1978565539983512,0.5515867327404758,1,1627
64,5,_level_2,0.7373737373737373,0.9061755424679356,2,904
65,0,_level_1,0.36957146965775095,0.7108053090690073,2,1261
65,0,_level_2,0.6928799149840595,0.7406478489359898,1,1035
65,1,_level_1,0.12240783410138248,0.5415462287256997,2,1376
65,1,_level_2,0.8630573248407644,0.912175290030918,1,911
65,2,_level_1,0.20316622691292877,0.5933304295752838,1,1482
65,2,_level_2,0.7159090909090909,0.930526222108417,2,918
65,3,_level_1,0.13126709206927986,0.5373777999329312,1,1587
65,3,_level_2,0.9578392621870884,0.9248816926399488,1,920
65,4,_level_1,0.1265930331350892,0.4965608936351429,1,1614
65,4,_level_2,0.8686868686868687,0.9605544626609824,1,906
65,5,_level_1,0.19377162629757785,0.5413363032909663,1,1597
65,5,_level_2,0.7310606060606061,0.9262208422051476,1,904
66,0,_level_1,0.10441767068273092,0.4152233795240612,1,1378
66,0,_level_2,0.4054758800521512,0.5823698335022255,1,1035
66,1,_level_1,0.17660818713450294,0.5500357869386538,1,1348
66,1,_level_2,0.8471337579617835,0.8978974571600354,1,938
66,2,_level_1,0.15602836879432624,0.5434155601201645,1,1469
66,2,_level_2,0.8156565656565656,0.9613605244864504,1,916
66,3,_level_1,0.1641907740422205,0.5604416972330215,1,1575
66,3,_level_2,0.9272486772486772,0.929216226195778,1,915
66,4,_level_1,0.19911894273127753,0.49335368891283826,1,1623
66,4,_level_2,0.8194444444444444,0.9301949550800204,1,919
66,5,_level_1,0.1944684528954192,0.5714989259650756,1,1598
66,5,_level_2,0.8169191919191919,0.892014815769208,1,902
67,0,_level_1,0.14805194805194805,0.533635941496684,2,1351
67,0,_level_2,0.43514150943396224,0.7170626236771971,1,1001
67,1,_level_1,0.11860068259385666,0.5284135194488461,2,1360
67,1,_level_2,0.9426751592356688,0.900567643646635,1,906
67,2,_level_1,0.15160703456640387,0.5113705467111893,1,1499
67,2,_level_2,0.7752525252525253,0.912123114829931,1,918
67,3,_level_1,0.20556309362279512,0.572014269291815,1,1568
67,3,_level_2,0.9549668874172186,0.9213724860355484,1,925
